ABRACL
MMADHC
DNAJB6
DENND2C
FGFBP2
MAGOHB
STAG1
PCBP2
PTPN2
PARP2
UAP1L1
STAM
CCDC28A
HMGN3
RBBP7
TRPS1
CCNF
TUBA1B
G6PD
CCDC88A
DCXR
LSM5
TEX9
TESPA1
SERPINA9
KLF6
TIMELESS
PPM1K
MAD2L2
CMC1
CCDC110
USP10
PRKX
TMED10
KBTBD8
GOLT1B
SLC25A33
IGLL1
HCAR2
ARHGEF2
CNRIP1
LOXL3
TMA16
RPS24
DCPS
FES
TCTEX1D1
FKBP3
SC5D
PWP1
STXBP2
GINS2
MED6
DDX19B
HK1
STAT4
YARS2
PRPF40A
DDX3Y
GPM6B
IRF9
RIPOR2
PSMD13
KLHDC8B
IWS1
WDR45
CCNE2
KMT2A
WDR4
PIKFYVE
CD70
DRAM1
PMS2
DIPK1A
TLR5
GNAQ
SIL1
SFMBT2
UBE2B
CCT8
RFX5
SLC15A3
RUNX2
MED30
KIF11
RPS6KB2
DAAM1
KLF12
ATAD2
CENPJ
BACH1
BEX5
CDC40
APOBEC3B
KCTD5
PRPF38B
XRCC5
UBL7
KLRB1
FXYD7
CREBRF
SLC2A3
CCPG1
POMP
ELP4
IGSF21
CCND3
IDH3A
RNASE6
GINS4
CRYBB1
CAMP
TUBA1C
ID2
RPLP2
CMKLR1
PPP3CC
CTSS
LYZ
ITGB1BP1
CD19
FNBP1
BACH2
VTA1
ADAM9
UNC13D
EMC8
RGS13
LINC00926
ESYT1
PRMT9
STX12
CREBL2
DOK3
CLN6
RPL22
EEF1E1
RPL29
CPA3
ZNF90
IGLL5
ACTB
TIMM8A
ERLEC1
S100A9
TMEM52B
TNFRSF4
ANKRD36
TIPARP
FANCA
RAB42
CYTIP
MTO1
WEE1
GNGT2
TBC1D1
SRSF4
AQP3
CCDC126
HSP90B1
TNIK
C7orf26
MAT2B
BFSP2
GBP4
NFKBID
KIF18B
TOR3A
LRRC42
RPL23A
SEMA6B
CTSA
SERP1
LINC00324
IRAK2
TANGO2
RHBDF2
SMIM14
TADA3
ANXA5
ALG5
ANXA1
LY96
NUDT1
B2M
NCAPG2
CCR7
CYRIA
RNF187
CCL7
RAB9A
TFDP1
CORO1A
MANEA
CHMP1B
VPS29
GNG8
CREB5
TMEM160
SNRNP40
BANK1
ORMDL1
ATF4
CCDC69
FCGRT
CCL25
CELF2
VCPKMT
DDX5
PITPNC1
LAT
KDM6B
BORCS5
LMF2
SDC1
GBGT1
RRP1B
UBAC2-AS1
SNAI3
RABAC1
ARNTL
FPR3
BZW1
THBS1
RASA2
RANGAP1
VDAC3
ARID5A
MAFB
POP5
POLR3C
ABCB4
LILRB2
CXorf38
YEATS4
ADGRG5
GIMAP2
COPS3
BEX4
TALDO1
NUP85
SPAG5
WAS
ITM2C
PRPF31
PRAM1
IFT57
ELAVL1
PRDX3
ADCYAP1
ABHD8
CD28
RAN
CENPU
ADAMDEC1
CCNB1
IL1A
VAPA
CLK1
DCC
FLT3LG
STAT2
SIRPG
TFPT
CYP2S1
TK2
CCL13
POU2F1
IGKV1-27
SPATS2
TCF7
VSIR
CARD9
SLC7A5
SOD1
ACOT9
USP48
PPIL3
SPNS3
HACD4
GLMP
HNRNPUL1
ST6GAL1
HMOX1
DPYD
SLC2A5
DNAJC8
APOBEC3G
ACSL1
IL13
CCR6
IGFLR1
PTPN7
NFATC1
RAB39B
PLEK
ANP32B
ABHD12
SIGLEC7
TOE1
NFKBIA
DCAF13
AAK1
POLR2E
TPMT
AP3M1
ENO1
C1orf131
CCNG2
LCP1
CTLA4
EIF1B
ATOX1
SLC18A2
ZBTB38
HSPB11
PCSK1N
MAP3K1
SSBP2
GAS7
CERS4
MYO1F
MRPL51
FNBP4
ZNF331
RPL5
CTSL
GAPDH
HNRNPA2B1
NR3C1
NSMAF
FCGR2A
RNH1
YWHAZ
ZFAND6
TMEM106C
LINC00309
SIAH2
AHCY
ITPKB
ASCC1
RFC4
SH3BP2
MCM8
MANBA
CDCA5
PARP15
NXT2
ZBED2
RALY
LINC00402
ZNF346
SDHAF2
COX15
IGHV1-46
PSIP1
ABI3
VAT1
CENPN
GTF2A2
PNN
RAB11FIP1
GK
COQ10A
IFNG
DENND2D
INPP4B
COX8A
PSMB8-AS1
HOXB2
SMIM20
HTRA2
SPOCK2
SCARB1
DOCK2
VBP1
TBC1D22A
DMC1
KIFC3
C15orf48
CCDC170
CNOT8
FAM53C
ST8SIA1
GMPS
PAIP2B
CLEC2D
CENPC
FAM107B
HPGDS
TENT5C
LCK
HSPA6
JAKMIP1
HSPA14
NAA38
IGHV3-15
METTL23
ANXA2R
WDR74
KRTCAP2
AFF2
FAM216A
TAMALIN
ASNS
UHRF2
ASB2
PRC1
LDHA
IGHA1
PRPSAP2
CDCA3
WDR62
MRPS31
SLC20A1
ARID5B
HLA-DQB1
CEP57L1
SLC39A8
MYADM
DBF4
SULF2
MANF
RAD21
ABL2
RB1
DAXX
APBB1IP
PILRA
LILRA1
NLRC4
DDOST
C16orf74
F8A1
RAD9A
PPIF
GYPC
ADPRH
TMEM39B
KDM2B
CRTAM
FXYD5
PDE6G
HAMP
CMTM6
ITPRIP
HERPUD2
MT2A
IGKV1-9
ELL2
MTPN
NEIL3
NXT1
SCPEP1
FTH1
SOD2
NAGK
SLC47A1
FMNL2
GPS2
IGKV1-12
DTYMK
CXCL13
MYD88
C11orf24
GPBAR1
LYRM1
FUT7
DOK2
CORO1B
SLBP
CD180
IKZF2
BUD31
EVL
NAAA
UBE2D2
EREG
KCNMA1
C17orf49
POU2AF1
NRROS
RBM4
PRF1
AQP9
TPR
PNOC
SAMD3
TLR6
CCDC144A
CKS2
TAS1R3
L3MBTL2
CD3E
EML4
CAT
EIF3M
IL6R
MGAT2
CYBB
SLC46A3
UHRF1
CLEC7A
TRIM22
CXorf21
FAM81A
RPL11
PARP10
ZNF791
SOAT1
PNKP
GATA3
RPS6
GTPBP4
COQ2
LAG3
LMNB2
GUSB
IGHV3-74
MCM2
SUSD3
SLC9A3R1
EVI2A
NCEH1
EIF4E
IDUA
KIF5C
PFKFB3
INCENP
COMMD10
IGLV7-46
ZMIZ1-AS1
DRG1
NECAP2
CMIP
SEMA4D
PAFAH1B1
E2F4
LILRA2
PRMT2
RBM39
CCT3
GNB1L
RPS3A
BEST1
PSMD8
TGFB1
LTC4S
PPM1G
SLFN11
CDC7
CD7
YWHAH
CDIP1
PI4K2A
CYCS
HP1BP3
TNIP1
IRAK3
RAE1
SEMA4A
CCL4
S100PBP
DCAF12
NETO2
PLBD1
FCGR2B
RPL36AL
PPP1R35
GZMA
SUGP2
PRDM1
NFE2L2
NMI
IGLC7
MRS2
NQO2
CD226
SMOC1
NAMPT
IL17RA
FER
SLC16A10
HMMR
CLCC1
GLCCI1
CRIP1
ASAH1
ARL6IP5
QRSL1
TXNDC15
HLA-C
EIF4H
TC2N
H2AZ1
SSR4
ZNF207
ASB1
NPL
PDGFB
ATP6V1F
KLHDC4
CCT2
LEPROTL1
PPHLN1
USP32
CYLD
TMEM39A
RPS15A
HNRNPDL
ESCO2
FCGR1B
GRAP2
TTI2
WTAP
CTNNBL1
ITGA9
VIM-AS1
BAG2
RCC2
CENPH
HVCN1
MYEF2
CEP152
ARAP2
ZFAT
GALC
UCHL5
CHPF
CBFA2T3
DONSON
SATB1
JSRP1
SUPT3H
HEXB
GZMH
KHDRBS1
DEF8
MCTP1
FEN1
KDM5D
GALM
RPL14
PTPN1
RUVBL1
TDP1
H2AC8
BRSK1
HAUS3
PPP1CC
PKM
ZFP36L2
CDV3
PTPN22
TRAF1
EEF2
VASH1
SASH3
RGS10
ITPR2
E2F3
MLH1
LYST
ITM2A
BATF
CPSF4
SPAG4
RNF145
PTPN6
PSMC4
CLEC5A
CENPP
C20orf27
CMTM7
INTS4
GNA15
ILF3
RABEP2
LSP1
RINT1
CXCL8
RTKN2
RASSF3
SARDH
GZF1
FKBP11
ELP5
VPS4A
FAM53B
CHRNE
LILRB4
DTHD1
C4orf46
C19orf48
SOCS3
ITGA8
FANK1
ODC1
IFI27L1
GNAI3
WDR81
RPL31
ADAM19
POU2F2
RAP1B
POLR2G
ASGR1
CCT5
NUS1
UBB
SMCHD1
IQCB1
HNRNPD
CDKN1B
CPVL
ANKHD1
MITF
DZIP3
PRDM2
SRSF2
DRAM2
GHRL
DEK
IL18R1
CAPZB
LGALS2
DKC1
STK17B
ZNF76
RIC3
CARD11
C1orf54
ARSB
TMEM120B
BTK
PSMC2
LZIC
WNT10A
TP53INP1
ANKRD35
HTR3A
MEGF9
LYSMD2
UVRAG
RECQL
BTLA
TNFAIP8
ATP6AP2
CNOT9
RPL6
DLEU7
PRDX4
TREM2
FLT3
FIP1L1
GNB3
LYN
PEA15
RNASET2
KIR3DL2
CRELD2
CCL4L2
HAPLN3
TIMP1
TRIB2
ARHGAP10
MAP4K2
TCEA1
PPP1R9B
SNRPA1
ODF3B
IFITM1
MCM10
SUMO2
IL1R1
TTC7A
MOSPD2
MIAT
CACYBP
RPL19
P2RY14
IRF7
ZNF467
PARP8
ISY1
FAM122C
CTSZ
KIF22
ANAPC5
NEAT1
SERPINB9
MIS18A
SLC7A8
CDKN3
ALCAM
TRIM69
DUSP3
FAM3C
WHAMM
OPN3
APBA2
ANAPC16
SIGLEC10
EIF4A3
PPP2CA
NUP107
THOC3
NSL1
LRRFIP1
RIT1
BLOC1S6
TET3
RNASE1
HEXA
FBXO6
FCN1
LCP2
ZSCAN16-AS1
SIT1
TLR4
ENTPD1
TPI1
ST8SIA4
IL18RAP
MBP
FN3KRP
CCL2
PIK3IP1
RHOG
WDFY4
MCF2L2
FAM184A
GIMAP4
COMMD8
IGHG1
SIPA1
ZFAS1
RPS15
STK10
CD1B
STK40
SNX22
UBE2T
PLEKHO2
STIL
BLOC1S1
CNPY3
TAPBPL
MYCBP2
BATF3
POC1A
SESN3
GEN1
LAX1
SHISAL2A
ANOS1
MITD1
MAGOH
TEC
UFM1
BRI3BP
ANKRD12
AGAP3
CEP350
TTC9C
S100A12
PXDC1
CD3D
NTRK1
CD84
DENND1B
IGHV3-21
NME1
RPL3
SP100
RSL1D1
SLC2A8
LBR
LINC00861
HYLS1
SPN
ACD
SLC25A19
SYNGR1
CD6
RPS6KA4
RAD17
EXOG
PIK3CG
KCNN3
TRA2B
TAF8
PPP1CA
SAP30
TRAF4
ATP6V1C1
CYB561A3
PUS10
SLC35E3
ABI1
MASTL
IL10RA
CARHSP1
IGHV6-1
RBM38
CD163
SRSF5
RSL24D1
DUSP16
NCF4
LILRB3
LST1
BHLHE40-AS1
DBNL
GPSM2
VAMP2
BCL2A1
LIMD2
SLC43A2
GPATCH11
MTDH
C12orf45
CTSB
C3orf38
TMEM123
WDR34
POLR3GL
GINS3
PSME2
PLD3
UTP6
DEPDC1B
DOCK4
ALDH5A1
ITGB3BP
DCUN1D5
IL23A
MOB1A
DDX39A
RALA
PAAF1
SORL1
ORMDL3
PTPRS
TNIP3
HS3ST3B1
RPL27
GRB2
MFSD13A
TBC1D7
PSMB2
BCKDK
EIF3D
POLD1
CSNK2B
ASXL1
GLIPR2
TREX1
CREB1
REL
C11orf80
ANKRD37
BLVRB
CCR10
LY9
ALDH1L2
RPL27A
FUCA1
TOMM7
PTGIR
C21orf58
PALD1
ADAMTSL4
NTAN1
RNASEH2A
CENPE
NCF2
SAPCD2
IL22
TNFSF8
CD33
PAX5
IZUMO4
BCL11A
PLIN3
MEF2C
SPCS3
MCUB
SERPINF1
DAZAP2
TRIM14
DNTTIP2
OTUD1
CHAC2
MTF2
UIMC1
PRPSAP1
TNFSF14
VEGFB
ACTG1
PSMD2
MED27
ITGAX
DENND4A
LIG1
CD53
HCST
CCSAP
HMOX2
TFEB
MAPKAPK3
NUP37
IGLV2-14
SCIMP
VMO1
APOBR
PSMA5
CREB3L2
JAZF1
NFAT5
BHLHE41
S100A4
TBCA
BAZ1B
R3HDM1
CX3CR1
CLIC3
EIF4EBP1
FAM117A
HNRNPH1
GTF2E2
GAA
APAF1
TRIM26
RAD1
CISH
GADD45B
SSTR2
CHAF1B
IL2RB
NR4A3
FAM83D
ACSF3
GNA12
USF2
PPAN
FUS
EXOSC1
SLC11A2
NOP56
RPN2
C11orf21
NFIL3
ATP6V0D1
ICAM2
GDI2
TCN2
IGLV3-19
LMNA
CHST12
PSME1
EGLN2
RBPJ
COMMD6
TMEM45A
XCL1
DOK1
ME2
P2RX5
SLC25A17
PSAP
LINC01588
RPL21
HSPA8
BASP1
DPEP1
HNRNPA1
MACROH2A1
CCDC90B
SLC49A3
DDX20
FAM110A
GTSF1
WASHC4
ASB13
RGL1
PAXX
CDC20
TPST2
ALOX5
FADS1
CSF2RB
MOB1B
IKBKE
RCSD1
B9D1
PPP2R5C
AIM2
TMED8
CDKN2A
LAMP5
SRP19
TCP1
AMD1
RANGRF
SP140
CERK
PDE3B
DNASE1
PAFAH1B3
RIOK1
LMNB1
ZNRD1
MSH2
MRC1
UBE2S
NOP58
IGKV4-1
USB1
CSRNP1
BLNK
BMI1
SLC8B1
TIAM2
TAGAP
CRYBA4
NELL2
SNHG15
EBF1
IFI6
ICA1
GPBP1
UXS1
ARHGAP11B
GNG7
YIPF2
G2E3
BIRC5
HNMT
CPPED1
RRM2
TAOK3
SF3A3
SCNM1
NUF2
VPS33A
FOXN3
GOSR2
ABCA1
EFTUD2
DNAJA1
FADS3
NOL7
CFD
BNIP1
AXL
TRAF3IP3
CR1
TFEC
PLSCR1
TCTEX1D2
IL2RA
GADD45A
MBNL1
FCRLB
NABP2
P2RX5-TAX1BP3
TFB1M
CATSPER1
RAB30
ARHGAP25
RAB27A
CXCR4
LILRA6
EIF4A1
GPRIN3
NUDT5
BRK1
TMOD2
DDHD1
AP1S3
SLC43A3
LPL
PMF1
COPS7B
CD3G
IL1B
HLA-DOB
GM2A
SMIM1
CDC42EP3
GBP2
OSBPL10
IGKV3-20
LGALS9
BMP2K
JAML
SLC25A40
RPL26
ZNF655
RPL35A
HERPUD1
ZFAND4
MYBL2
ACYP2
HTATSF1
RNF125
TMEM156
SH3BP5
DENND3
F5
TRIB1
CYTOR
RRAD
SETBP1
ZBTB8OS
CDKN2D
CSTF2
ICOS
AP2S1
TUBA1A
CTSH
CD72
CCDC12
NMRK1
GTF3C5
PMAIP1
RTN4IP1
GINS1
KIFC1
CEPT1
CD93
FDPS
RGL4
LINC00847
TCOF1
EXOSC8
NAPA
N4BP2L2
SNX9
TIMD4
IGHV2-5
DDX21
PIP4K2A
TSC22D3
ZNF706
FOLR2
NDE1
ABT1
NLRP1
RNF8
UBE2J2
TRPM2
CD8B
RPL15
DESI1
FGD3
LILRA4
SCO2
IL1RAP
RPS17
ERN1
BIN1
PAQR6
CD207
IGHV3-7
ADCK2
LAP3
CD209
ATAD3C
SKA3
KCNA3
CTSW
P2RY13
KNTC1
HDDC2
USP1
EIF2B1
ORC6
NAP1L1
LMO4
ARHGEF39
PRIM1
DDIT4
DOCK5
CAMK4
CXCL3
GLDC
PPP1R15B
WRAP53
ZCCHC8
IKZF4
SNRNP25
SS18L2
TMC8
ATP2B1-AS1
MTA3
IL1RN
HSPA13
TIGIT
IGLV1-51
SRSF10
SNRPF
C5orf34
BRCA2
ZNF141
ADA2
CDK19
MMP12
SNRPD1
UTRN
ATP2B1
DNAJB1
PTPRJ
MXD1
OAS2
CTCF
MAPRE1
JCHAIN
CLPTM1L
MRPS6
CSGALNACT2
AREG
VWA5A
SPECC1
PPP1R2
SLC4A7
ARHGDIA
THOC5
SERBP1
CYB5R4
VPREB3
NPAT
FMN1
CABLES1
MED12L
BTG2
KIF4A
PKMYT1
FOXRED1
SPIB
MZB1
DDX60L
PTP4A3
CCM2
RNF34
ZBP1
PHF20
JMY
SHMT2
C2orf88
ZBTB1
SUB1
LINC00649
ST3GAL6
OSBPL11
GEMIN6
SARNP
HS3ST1
TRABD
ESR2
TK1
ETF1
IRF4
KLRD1
TMSB4X
ENSA
ZWINT
IGHV3-73
HDAC3
SSNA1
PRKCB
CA10
CCL21
MCM7
CDK5RAP1
SRGAP2
ATP2A3
ARID3A
ADORA2A-AS1
ZBTB14
PLEKHF1
ZFYVE16
PLPP5
APOBEC3C
TIMM10
POLR1E
YBX1
FUOM
PSME3
PICALM
PGK1
FMNL1
INSIG1
TNFRSF8
PPP2R3C
GMFG
NCKAP1L
ANXA6
IFNGR1
FADD
RANBP3
ARL6IP1
SLFN12L
